entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen,fecha_de_recepcion_de,fecha_de_apertura_de_respuesta,fecha_de_publicacion_fase_2,fecha_de_apertura_efectiva,fecha_adjudicacion,fecha_de_publicacion
DEPARTAMENTO DE POLICIA CAQUETA - POLICIA NACIONAL DE COLOMBIA,800140607,Caquetá,Florencia,Nacional,Centralizada,CO1.REQ.1623944,PN UPRES DECAQ CD 058 2020,701702359,CO1.BDOS.1574494,SERVICIOS PROFESIONALES Y DE APOYO A LA GESTIÓN COMO TECNICO ASISTENCIAL  AUXILIAR DE ENFERMERÍA POR 8 HORAS DIARIAS,PRESTACIÓN DE SERVICIOS PROFESIONALES Y APOYO A LA GESTIÓN EN LA UNIDAD PRESTADORA DE SALUD CAQUETÁ COMO PROFESIONAL UNIVERSITARIO ASISTENCIAL - ENFERMERA JEFE POR 8 HORAS DIARIAS,Presentación de oferta,2020-11-26T00:00:00.000,2020-11-26T00:00:00.000,2020-11-26T00:00:00.000,7136676,Contratación directa,Servicios profesionales y apoyo a la gestión,135,día(s),Florencia,Servicios Médicos y Hospitalarios,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.85101601,Abierto,Prestación de servicios,No Definido,V180161500,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.1579978'},701702359,Presentación de oferta,,,,,,
Institución Universitaria Pascual Bravo COMPRADOR,8909801583,Antioquia,Medellín,Nacional,Centralizada,CO1.REQ.5678833,PS-0165 DE 2024,712721034,CO1.BDOS.5561742,Prestación de servicios de apoyo a la gestión,"Prestación de servicios de apoyo como contratista independiente, sin vínculo laboral por su propia cuenta y riesgo, para el seguimiento, monitoreo y procesos de formación en competencias laborales, en cumplimiento de las obligaciones contraídas en el CONVENIO INTERADMINISTRATIVO No.4600097316 DE 2023, celebrado entre el Distrito Especial de Ciencia, Tecnología e Innovación de Medellín - Secretaría de Desarrollo Económico y la Institución Universitaria Pascual Bravo.",Presentación de oferta,2024-02-01T00:00:00.000,2024-02-01T00:00:00.000,2024-02-01T00:00:00.000,9600000,Contratación directa,Servicios profesionales y apoyo a la gestión,90,día(s),Medellín,PITS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5569650'},712721034,Presentación de oferta,,,,,,
EMPRESA SOCIAL DEL ESTADO UNIVERSITARIA DEL ATLANTICO//,901536799,Atlántico,Barranquilla,Territorial,Centralizada,CO1.REQ.9437663,CD-3643-2025,718403454,CO1.BDOS.9269545,PRESTACION DE SERVICIOS PROFESIONALES COMO MEDICO GENERAL   EN EL PROCESO DE REFERENCIA Y CONTRAREFERENCIA  DE LA ESE UNIVERSITARIA DEL ATLANTICO,PRESTACION DE SERVICIOS PROFESIONALES COMO MEDICO GENERAL   EN EL PROCESO DE REFERENCIA Y CONTRAREFERENCIA  DE LA ESE UNIVERSITARIA DEL ATLANTICO,Presentación de oferta,2025-12-15T00:00:00.000,2025-12-15T00:00:00.000,2025-12-15T00:00:00.000,13355136,Contratación régimen especial,Regla aplicable,3,Mes(es),Barranquilla,CONTRATACION,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9295788'},718403454,Presentación de oferta,,,,,,
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE DESARROLLO ECONOMICO,890399011,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.720840,4171.010.32.1.063 DE 2019,702593740,CO1.BDOS.699579,PS2019-ASIST-JURIDICA,prestación de servicios de apoyo a la gestión para la implementación de los lineamientos aplicables a la Secretaria de desarrollo económico de los procesos transversales propios del sistema de gestión documental,Presentación de oferta,2019-01-25T00:00:00.000,2019-01-25T00:00:00.000,2019-01-25T00:00:00.000,10909088,Contratación directa,Servicios profesionales y apoyo a la gestión,4,Mes(es),No Aplica,Secretaria de Desarrollo Económico,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.688851'},702593740,Presentación de oferta,,,,,,
ANM,900500018,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.266048,SGR-524-17.,701006074,CO1.BDOS.258157,Silvia Marisol Gomez Cuervo,"Prestar sus servicios profesionales en el Grupo de Proyectos de Interés Nacional de la Vicepresidencia de Seguimiento, Control y Seguridad Minera (VSCSM) de la ANM, en el desarrollo de actividades de evaluación documental jurídica, elaboración de actos administrativos e informes jurídicos relacionados con las actividades de seguimiento y control al cumplimiento de las obligaciones emanadas de los títulos mineros y acompañamiento a las diligencias de amparos administrativos de los títulos mineros",Presentación de oferta,2017-11-30T00:00:00.000,2017-11-30T00:00:00.000,2017-11-30T00:00:00.000,145767384,Contratación directa,Servicios profesionales y apoyo a la gestión,12,Mes(es),Bogotá,GRUPO DE CONTRATACION,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.259034'},701006074,Presentación de oferta,,,,,,
CORPORACION COLOMBIA INTERNACIONAL CCI,8001865857,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.3713908,20220620,718403306,CO1.BDOS.3618405,CF JUNTA DE ACCION COMUNAL VEREDA LLANOS DEL SUR,"Apoyar monetariamente la iniciativa del Programa de Dotaciones Comunales, la cual fue habilitada, viabilizada y aprobada por la Dirección para la Democracia, la Participación Ciudadana y la Acción Comunal dentro del marco de ejecución del contrato interadministrativo nro.1131 de 2022, suscrito entre el Ministerio del Interior y la Corporación Colombia Internacional CCI",Presentación de oferta,2022-12-09T00:00:00.000,2022-12-09T00:00:00.000,2022-12-09T00:00:00.000,7000000,Contratación régimen especial,Regla aplicable,51,día(s),Bogotá,SECRETARÍA GENERAL,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.93141506,Abierto,Otro,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3627104'},718403306,Presentación de oferta,,,,,,
MUNICIPIO DE PIEDECUESTA,890205383,Santander,Piedecuesta,Territorial,Centralizada,CO1.REQ.10986166,SH-CPS-0156-2026,702166190,CO1.BDOS.10801824,PRESTAR SERVICIOS DE APOYO A LA GESTION EN LA CLASIFICACIÓN ORGANIZACIÓN IMPRESIÓN ESCANEO DE LA DOCUMENTACIÓN EMITIDA EN EL PROCESO DE COBRO COACTIVO DEL MUNICIPIO DE PIEDECUESTA,PRESTAR SERVICIOS DE APOYO A LA GESTION EN LA CLASIFICACIÓN ORGANIZACIÓN IMPRESIÓN ESCANEO DE LA DOCUMENTACIÓN EMITIDA EN EL PROCESO DE COBRO COACTIVO DEL MUNICIPIO DE PIEDECUESTA EN EL MARCO DEL PROYECTO FORTALECIMIENTO INSTITUCIONAL MEDIANTE LA INCORPORACIÓN Y CONTRATACIÓN DE PERSONAL PROFESIONAL Y DE APOYO A LA GESTIÓN CON EL FIN DE GARANTIZAR LA ADECUADA EJECUCIÓN DE LOS PROCESOS INTERNOS ASÍ COMO EL CUMPLIMIENTO EFICAZ DE LOS PLANES PROGRAMAS PROYECTOS Y ESTRATEGIAS A CARGO DE LA SECRETARÍA,Presentación de oferta,2026-09-04T00:00:00.000,2026-09-04T00:00:00.000,2026-09-04T00:00:00.000,8250000,Contratación directa,Servicios profesionales y apoyo a la gestión,99,día(s),Piedecuesta,Unidad de Contratación Secretaría de Hacienda,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111701,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10840230'},702166190,Presentación de oferta,,,,,,
ICANH,830067892,Distrito Capital de Bogotá,Bogotá,Nacional,Centralizada,CO1.REQ.4722781,CONV-005-2023,701159022,CO1.BDOS.4617749,Convenio Marco de Cooperación con el Municipio de Inzá - Cauca,"Establecer y regular relaciones entre EL INSTITUTO COLOMBIANO DE ANTROPOLOGÍA E HISTORIA - ICANH y EL MUNICIPIO DE INZA - CAUCA, para desarrollar actividades de interés mutuo, académicas, de investigación, culturales y de infraestructura que aseguren el desarrollo general de los objetivos misionales de ambas entidades, en beneficio de la comunidad.",Presentación de oferta,2023-06-26T00:00:00.000,2023-06-26T00:00:00.000,2023-06-26T00:00:00.000,0,Contratación directa,Contratos o convenios Interadministrativos (valor cero),4,Año(s),No Aplica,Oficina de Contratos,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.93141700,Abierto,Otro,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4637672'},701159022,Presentación de oferta,,,,,,
INSTITUCION EDUCATIVA RURAL EL REPOSO,811027109,Antioquia,Apartadó,Territorial,Centralizada,CO1.REQ.9010629,016-2025,717014021,CO1.BDOS.8850476,ADQUISICIÓN DOTACION PEDAGOGICA  PRIMERA INFANCIA PARA LA INSTITUCIÓN EDUCATIVA RURAL EL REPOSO,"ADQUISICIÓN DOTACION PEDAGOGICA  PRIMERA
INFANCIA PARA LA INSTITUCIÓN EDUCATIVA RURAL EL
REPOSO",Presentación de oferta,2025-10-01T00:00:00.000,2025-10-01T00:00:00.000,2025-10-01T00:00:00.000,2577638,Contratación régimen especial,Regla aplicable,15,día(s),Apartadó,IE EL REPOSO,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.44121600,Abierto,Suministros,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8875470'},717014021,Presentación de oferta,,,,,,
ALCALDÍA MUNICIPIO DE PALMIRA,891380007,Valle del Cauca,Palmira,Territorial,Centralizada,CO1.REQ.8573003,MP-1617-2025,700088016,CO1.BDOS.8421109,PRESTAR LOS SERVICIOS PROFESIONALES,"PRESTAR SUS SERVICIOS PROFESIONALES COMO ABOGADO PARA BRINDAR ACOMPAÑAMIENTO Y SOPORTE JURÍDICO A LA SECRETARÍA DE INFRAESTRUCTURA, RENOVACIÓN URBANA Y VIVIENDA, PARTICIPANDO EN LA COORDINACIÓN TÉCNICA DE LAS ACTIVIDADES JURÍDICAS DEL DESPACHO, APOYANDO LOS PROCEDIMIENTOS CONTRACTUALES Y DEMÁS ASUNTOS LEGALES QUE SE REQUIERAN PARA EL ADECUADO FUNCIONAMIENTO ADMINISTRATIVO DE LA DEPENDENCIA.",Presentación de oferta,2025-07-15T00:00:00.000,2025-07-15T00:00:00.000,2025-07-15T00:00:00.000,20000000,Contratación directa,Servicios profesionales y apoyo a la gestión,4,Mes(es),Palmira,"Secretaría de Infraestructura, Renovación Urbana y Vivienda",0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8443057'},700088016,Presentación de oferta,,,,,,
INSTITUTO MUNICIPAL DE RECREACIÓN Y DEPORTES DE CHIA,800201907,Cundinamarca,Chía,Territorial,Descentralizada,CO1.REQ.5179152,IMRD SAMC 004 2023,714178787,CO1.BDOS.5065749,MANTENIMIENTO OFICINAS IMRD CHIA,"MANTENIMIENTO GENERAL DE MUROS, TECHOS, PUERTAS, VENTANAS Y ENCHAPES DE LAS OFICINAS DEL INSTITUTO MUNICIPAL DE RECREACIÓN Y DEPORTE (IMRD)",Presentación de observaciones,2023-10-18T00:00:00.000,2023-10-18T00:00:00.000,,66760587,Seleccion Abreviada Menor Cuantia Sin Manifestacion Interes,Proceso de licitación pública declarado desierto,0,día(s),Chía,OFICINA DE CONTRATACIÓN IMRD CHIA,0,0,59,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.72102900,Cerrado,Obra,No Definido,"V172103300, V172151700, V172154000",{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5078183'},714178787,Presentación de observaciones,2023-11-02T00:00:00.000,2023-11-02T00:00:00.000,2023-10-18T00:00:00.000,2023-11-02T00:00:00.000,,
ESE HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES FUNZA DEL MUNICIPIO DE FUNZA,900750333,Cundinamarca,No Definido,Territorial,Centralizada,CO1.REQ.3334525,378-2022,704063072,CO1.BDOS.3247545,APOYO A LA GESTIÓN ASISTENCIAL PROFESIONAL EN NUTRICION A EFECTOS DE EJECUTAR EL CONTRATO INTERADMINISTRATIVO NO. C01.PCCNTR. 3767248-2022,APOYO A LA GESTIÓN ASISTENCIAL PROFESIONAL EN NUTRICION A EFECTOS DE EJECUTAR EL CONTRATO INTERADMINISTRATIVO NO. C01.PCCNTR. 3767248-2022 SUSCRITO  ENTRE EL MUNICIPIO DE FUNZA Y LA E.S.E. HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA. DIMENSIÓN: SEGURIDAD ALIMENTARIA Y NUTRICIONAL,Presentación de oferta,2022-09-07T00:00:00.000,2022-09-07T00:00:00.000,2022-09-07T00:00:00.000,22786741,Contratación régimen especial,Decreto 092 de 2017,105,día(s),Funza,DIANA CAROLINA CORTES PEÑA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.85101600,Abierto,Decreto 092 de 2017,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3250134'},704063072,Presentación de oferta,,,,,,
EMPRESA COLOMBIANA DE PETROLEOS,899999068,Distrito Capital de Bogotá,Bogotá,Nacional,Descentralizada,CO1.REQ.3993342,4603786,709072474,CO1.BDOS.3897593,ORDEN DE DESPACHO 4603786 CONTRATO No. 3049935,COMPRA DE MATERIALES REQUERIDOS PARA ECOPETROL SA,Presentación de oferta,2023-02-01T00:00:00.000,2023-02-01T00:00:00.000,2023-02-01T00:00:00.000,211438293,Contratación régimen especial,Regla aplicable,121,día(s),Bogotá,Operacion de Abastecimiento Regional,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.31171504,Abierto,Otro,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.3898699'},709072474,Presentación de oferta,,,,,,
ALCALDÍA MUNICIPAL COTA,899999705,Cundinamarca,Cota,Territorial,Centralizada,CO1.REQ.10069302,CD-1117-2026,704059641,CO1.BDOS.9900398,PRESTACIÓN DE SERVICIOS PARA APOYAR LA GESTIÓN DE LA SECRETARÍA GENERAL Y DE GOBIERNO EN LA DIFUSIÓN Y PROMOCIÓN DE EVENTOS Y LAS COMUNICACIONES ESTRATÉGICAS RELACIONADAS CON EL MANEJO INSTITUCIONAL Y,"PRESTACIÓN DE SERVICIOS PARA APOYAR LA GESTIÓN DE LA SECRETARÍA GENERAL Y DE GOBIERNO EN LA DIFUSIÓN Y PROMOCIÓN
DE EVENTOS Y LAS COMUNICACIONES STRATÉGICAS RELACIONADAS CON EL
MANEJO INSTITUCIONAL Y LAS ACCIONES DE LA ALCALDÍA MUNICIPAL DE COTA
CUNDINAMARCA",Presentación de oferta,2026-01-30T00:00:00.000,2026-01-30T00:00:00.000,2026-01-30T00:00:00.000,71679888,Contratación directa,Servicios profesionales y apoyo a la gestión,8,Mes(es),Cota,GESTION CONTRACTUAL,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.9924344'},704059641,Presentación de oferta,,,,,,
EMPRESA SOCIAL DEL ESTADO VIRGEN DE LOURDES,900142579,Nariño,Buesaco,Territorial,Centralizada,CO1.REQ.6914454,2024000951,718734999,CO1.BDOS.6783056,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN COMO CONDUCTOR DE LA MOTOCICLETA PLACA XDF17D MARCA AKT MODELO 2016,951-PRESTACION DE SERVICIOS DE APOYO A LA GESTION COMO CONDUCTOR DE LA MOTOCICLETA PLACA XDF17D MARCA AKT MODELO 2016 PARA PERSONAL ASISTENCIAL EXTRAMURAL TRANSPORTE DE BIOLOGICOS Y PERSONAL DE VACUNACION EN DESARROLLO DE LAS ACTIVIDADES MISIONALES DE COMPETENCIA DE LA ESE VIRGEN DE LOURDES DEL MUNICIPIO DE BUESACO NARIÑO,Presentación de oferta,2024-09-27T00:00:00.000,2024-09-27T00:00:00.000,2024-09-27T00:00:00.000,2600000,Contratación régimen especial,Regla aplicable,2,Mes(es),Buesaco,GERENCIA,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6796285'},718734999,Presentación de oferta,,,,,,
UNIVERSIDAD DE NARIÑO,800118954,Nariño,Pasto,Territorial,Centralizada,CO1.REQ.4583321,OPS-DTH-22214336,700358047,CO1.BDOS.4480490,CONTRATO OPS,EL ARRENDADOR SE OBLIGA A ARRENDAR SUS SERVICIOS INMATERIALES A FAVOR DE LA UNIVERSIDAD DE NARIÑO EN FONDO DE SEGURIDAD SOCIAL EN SALUD,Presentación de oferta,2023-05-29T00:00:00.000,2023-05-29T00:00:00.000,2023-05-29T00:00:00.000,14413686,Contratación régimen especial,Decreto 092 de 2017,180,día(s),Pasto,DEPARTAMENTO TALENTO HUMANO,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111500,Abierto,Decreto 092 de 2017,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4485734'},700358047,Presentación de oferta,,,,,,
ESE HOSPITAL CRISTIAN MORENO,824000426,Cesar,Curumaní,Territorial,Centralizada,CO1.REQ.6201238,CRE 357 2024,702126103,CO1.BDOS.6080740,PRESTACIÓN DE SERVICIOS PROFESIONALES DE UN ABOGADO PARA ASUMIR LA DEFENSA JUDICIAL DE LA E.S.E. HOSPITAL CRISTIAN MORENO PALLARES DE CURUMANÍ CESAR,PRESTACIÓN DE SERVICIOS PROFESIONALES DE UN ABOGADO PARA ASUMIR LA DEFENSA JUDICIAL DE LA E.S.E. HOSPITAL CRISTIAN MORENO PALLARES DE CURUMANÍ CESAR,Presentación de oferta,2024-06-05T00:00:00.000,2024-06-05T00:00:00.000,2024-06-05T00:00:00.000,4300000,Contratación régimen especial,Decreto 092 de 2017,27,día(s),Curumaní,Unidad de Contratación - Oficina de Contratación,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Decreto 092 de 2017,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6225797'},702126103,Presentación de oferta,,,,,,
Patrimonio Autónomo-Fondo De Seguridad Vial,830053630,No Definido,No Definido,Nacional,Centralizada,CO1.REQ.4108628,PA-064-2023,720553783,CO1.BDOS.4013106,Apoyar profesionalmente a la Dirección de Coordinación Interinstitucional en el fortalecimiento y seguimiento de la Política Pública de seguridad vial mediante la articulación con la academia y la inn,"Apoyar profesionalmente a la Dirección de Coordinación
Interinstitucional en el fortalecimiento y seguimiento
de la Política Pública de seguridad vial mediante la articulación con la academia y la innovación",Presentación de oferta,2023-02-16T00:00:00.000,2023-02-16T00:00:00.000,2023-02-16T00:00:00.000,40000000,Contratación régimen especial,Decreto 092 de 2017,4,Mes(es),Bogotá,AREA CONTRATOS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111620,Abierto,Decreto 092 de 2017,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4019890'},720553783,Presentación de oferta,,,,,,
"AGENCIA DISTRITAL PARA LA EDUCACIÓN SUPERIOR, LA CIENCIA Y LA TECNOLOGÍA, ATENEA",901508361,Distrito Capital de Bogotá,Bogotá,Territorial,Descentralizada,CO1.REQ.8293389,ATENEA-IA-PCI-003-2025,715791422,CO1.BDOS.8147480,IMPLEMENTACION DE LA ESTRATEGIA DE CREDITOS PARCIALMENTE CONDONABLES,"Aunar esfuerzos administrativos, jurídicos, financieros, académicos, y de permanencia entre las Instituciones de Educación Superior - IES privadas y la Agencia Distrital para la Educación Superior, la Ciencia y la Tecnología - Atenea, para la implementación de la estrategia de créditos parcialmente condonables, con recaudo bajo el esquema de Pago Contingente al Ingreso- PCI",Presentación de oferta,2025-05-20T00:00:00.000,2025-05-20T00:00:00.000,2025-05-20T00:00:00.000,66826532410,Contratación régimen especial (con ofertas),Regla aplicable,7,Año(s),Bogotá,SUBGERENCIA DE GESTIÓN ADMINISTRATIVA ATENEA,0,0,48,0,35,0,0,35,0,Seleccionado,70,Si,CO1.AWD.2276517,701064149,Distrito Capital de Bogotá,No Definido,7386968235,JAVIER DE JESUS TRESPALACIOS QUINTERO,POLITÉCNICO GRANCOLOMBIANO,860078643,V1.86121800,Cerrado,Otro,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.8168667'},715791422,Adjudicado,2025-06-05T00:00:00.000,2025-06-05T00:00:00.000,,2025-06-05T00:00:00.000,2025-07-22T00:00:00.000,
SENA REGIONAL META Grupo de Apoyo Administrativo Mixto,899999034,Meta,No Definido,Nacional,Centralizada,CO1.REQ.3056365,SASI-RM-001-2022 (Presentación de oferta),704156108,CO1.BDOS.2957545,Ropa de Trabajo Funcionarios Públicos (Presentación de oferta),Adquisición a título de compra ropa de trabajo y zapatos para los empleados públicos del SENA Regional Meta,Presentación de oferta,2022-06-14T00:00:00.000,2022-06-14T00:00:00.000,2022-06-14T00:00:00.000,206811603,Selección abreviada subasta inversa,Suministro de bienes y servicios de características técnicas uniformes y común utilización,30,día(s),No Aplica,GRUPO DE CONTRATACION DESPACHO,0,0,30,0,3,0,0,3,7,Seleccionado,70,Si,CO1.AWD.1355044,705312684,No Definido,No Definido,18340000,ANGELIA MARIA GRANANDOS GUERRERO,gildardo abad agudelo lopez,No Definido,V1.46181503,Cerrado,Compraventa,No Definido,"V146181532, V146181611, V153101500, V153101502, V153101602, V153101604, V153102002, V153102516, V153102708, V153103001, V153111501, V153111502, V153111601, V153111602",{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.2978073'},704156108,Adjudicado,2022-06-22T00:00:00.000,2022-06-22T00:00:00.000,,2022-07-05T00:00:00.000,2022-07-06T00:00:00.000,
AREA METROPOLITANA DE BUCARAMANGA,890210581,Santander,Bucaramanga,Territorial,Centralizada,CO1.REQ.4447440,000487-2023,702658881,CO1.BDOS.4346873,MANTENIMIENTO PLATAFORMA BPM,"PRESTACIÓN DE SERVICIOS PARA LA ACTUALIZACIÓN Y MANTENIMIENTO DE LOS MODULOS DE TRANSPORTE, VALORIZACIÓN, COBRO COACTIVO, GESTION DE PROCESOS INMERSOS EN LA PLATAFORMA BPM.GOV, DE CONFORMIDAD CON LAS NECESIDADES DEL ÁREA METROPOLITANA DE BUCARAMANGA.",Presentación de oferta,2023-04-28T00:00:00.000,2023-04-28T00:00:00.000,2023-04-28T00:00:00.000,141847796,Contratación directa,No existe pluralidad de oferentes en el mercado,0,día(s),Bucaramanga,AREA METROPOLITANA DE BUCARAMANGA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.81112200,Abierto,Prestación de servicios,No Definido,No definido,{'url': 'https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4354536'},702658881,Presentación de oferta,,,,,,
